Name,Link,Price_range
106. Restaurante Camburi,https://restaurantguru.com.br/Camburi-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
107. Temperos Bar e Restaurante,https://restaurantguru.com.br/Temperos-Bar-e-Restaurante-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
108. Gero Belo Horizonte,https://restaurantguru.com.br/Gero-Belo-Horizonte,Muito caro (preço médio mais de BRL 270)
"109. Pecorino Bar & Trattoria Diamond Mall: Massas, Risoto, Pizza, Vinho, Delivery MG",https://restaurantguru.com.br/Pecorino-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
110. Coco Bambu Anchieta,https://restaurantguru.com.br/COCO-BAMBU-BH-Belo-Horizonte,Caro (preço médio BRL 140-BRL 270)
111. Restaurante Dona Conceição,https://restaurantguru.com.br/Dona-Conceicao-Belo-Horizonte-4,Moderado (preço médio BRL 54-BRL 140)
112. La Farina Restaurante e Pizzaria,https://restaurantguru.com.br/La-Farina-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
113. Its Surreal Bar e Restaurante,https://restaurantguru.com.br/Its-Surreal-Bar-e-Restaurante-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
114. Cantina Italiana Osteria Degli Angeli,https://restaurantguru.com.br/Osteria-Degli-Angeli-Belo-Horizonte,Moderado (preço médio BRL 70-BRL 99)
115. Kei Cozinha Japonesa,https://restaurantguru.com.br/Kei-Cozinha-Japonesa-Belo-Horizonte,Caro (preço médio BRL 69-BRL 98)
116. Takê,https://restaurantguru.com.br/Restaurante-Take-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
117. Dona Conceição,https://restaurantguru.com.br/Dona-Conceicao-Belo-Horizonte-2,Moderado (preço médio BRL 54-BRL 140)
118. Restaurante Maria das Tranças,https://restaurantguru.com.br/Maria-das-Trancas-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
119. Tip Top,https://restaurantguru.com.br/Tip-Top-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
120. Recanto Verde Restaurante,https://restaurantguru.com.br/Recanto-Verde-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
121. Rinu's Bar e Restaurante,https://restaurantguru.com.br/Rinus-Bar-e-Restaurante-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
122. Almanaque Choperia - Shopping Cidade,https://restaurantguru.com.br/Restaurante-Almanaque-Belo-Horizonte,Moderado (preço médio BRL 140-BRL 270)
123. MIZU: Teppans e Sushis,https://restaurantguru.com.br/Mizu-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
124. Restaurante Jardim de Minas,https://restaurantguru.com.br/Jardim-de-Minas-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
125. Parrilla Del Pátio 158,https://restaurantguru.com.br/Parrilla-Del-Patio-Belo-Horizonte,Caro (preço médio BRL 140-BRL 270)
126. Villani Casa de Massas,https://restaurantguru.com.br/Villani-bar-Belo-Horizonte-2,Moderado (preço médio BRL 54-BRL 140)
127. Restaurante Chop Stick San,https://restaurantguru.com.br/Chop-Stick-San-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
128. Villa Celimontana,https://restaurantguru.com.br/Villa-Celimontana-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
129. Outback Steakhouse,https://restaurantguru.com.br/Outback-Steakhouse-Belo-Horizonte-7,Caro (preço médio BRL 76-BRL 110)
130. Restaurante Bolão,https://restaurantguru.com.br/Bolao-II-Belo-Horizonte-3,Moderado (preço médio BRL 54-BRL 140)
131. Pizzaria Sabores de Nápoles,https://restaurantguru.com.br/Pizzaria-Sabores-de-Napoles-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
132. Mayu,https://restaurantguru.com.br/Mayu-Nova-Lima-2,Moderado (preço médio BRL 54-BRL 140)
133. Bar e Restaurante Trem Mineiro,https://restaurantguru.com.br/Trem-Mineiro-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
134. La Macelleria Anchieta,https://restaurantguru.com.br/La-Macelleria-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
135. Bar do Clóvis,https://restaurantguru.com.br/Bar-do-Clovis-Belo-Horizonte-2,Moderado (preço médio BRL 54-BRL 140)
136. Divino Restaurante,https://restaurantguru.com.br/Divino-Restaurante-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
137. Restaurante Mineirim,https://restaurantguru.com.br/Restaurante-Mineirim-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
138. Seu Bias,https://restaurantguru.com.br/Seu-Bias-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
139. La Macelleria Lourdes Açougue Gourmet e Restaurante (Carnes Nobres),https://restaurantguru.com.br/La-Macelleria-Belo-Horizonte-2,Caro (preço médio BRL 140-BRL 270)
140. Al Riso Bistrô e Risotteria,https://restaurantguru.com.br/Al-Riso-Bistro-e-Risotteria-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
141. Taika Izakaya,https://restaurantguru.com.br/Taika-Izakaya-Belo-Horizonte,Muito caro (preço médio mais de BRL 270)
142. Deles Restaurante,https://restaurantguru.com.br/Deles-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
143. Armazém Parmeggiano,https://restaurantguru.com.br/Armazem-Parmeggiano-Belo-Horizonte,Moderado (preço médio BRL 69-BRL 97)
144. Nonô - O Rei do Caldo de Mocotó,https://restaurantguru.com.br/Mocoto-Do-Nono-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
"145. Cantina Piacenza: Massas, Risotos, Peixes, Carnes, Vinhos, Delivery, BH",https://restaurantguru.com.br/Piacenza-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
146. Restaurante Outback Steakhouse,https://restaurantguru.com.br/Outback-Steakhouse-Belo-Horizonte-2,Caro (preço médio BRL 140-BRL 270)
147. Restaurante SantaFé,https://restaurantguru.com.br/Restaurante-SantaFe-Belo-Horizonte,Caro (preço médio BRL 140-BRL 270)
148. André Caldos,https://restaurantguru.com.br/Andre-Caldos-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
149. Restaurante Boi na Chapa,https://restaurantguru.com.br/Boi-na-Chapa-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
150. Margherita bar e restaurante,https://restaurantguru.com.br/Restaurante-Margherita-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
151. Pino,https://restaurantguru.com.br/Pino-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
152. Nashy Sushi Prime Savassi,https://restaurantguru.com.br/Nashy-Sushi-Prime-Savassi-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
153. Jeito Verdim Restaurante,https://restaurantguru.com.br/Verdim-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
154. Tmak - Sushi Bar & Poke House,https://restaurantguru.com.br/Tmak-Sushibar-and-Poke-House-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
155. Osteria Via Emília,https://restaurantguru.com.br/Osteria-Via-Emilia-BH-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
156. Restaurante Beco,https://restaurantguru.com.br/Restaurante-Beco-Belo-Horizonte,Barato (preço médio até BRL 54)
157. Villeon Restaurant,https://restaurantguru.com.br/Villeon-Restaurant-Belo-Horizonte,Muito caro (preço médio mais de BRL 270)
158. D'Artagnan,https://restaurantguru.com.br/DArtagnan-Belo-Horizonte,Caro (preço médio BRL 140-BRL 270)
159. Meu Bhar Sion,https://restaurantguru.com.br/Meu-Bhar-Sion-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
160. Mercado Da Boca Savassi,https://restaurantguru.com.br/Mercado-da-Boca-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
161. Restaurante Badejo,https://restaurantguru.com.br/Badejo-Belo-Horizonte-2,Caro (preço médio BRL 140-BRL 270)
162. Restaurante e Pizzaria em Floresta BH - Giovanni Petisqueira,https://restaurantguru.com.br/Pizzaria-Giovanni-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
163. E. Suites Sion Restaurante,https://restaurantguru.com.br/E-Suites-Sion-Restaurante-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
164. Varanda 1389 Lourdes,https://restaurantguru.com.br/Varanda-1389-Belo-Horizonte,Caro (preço médio BRL 140-BRL 270)
165. Boogie Oogie Bar e Restaurante,https://restaurantguru.com.br/Boogie-Oogie-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
166. Kei,https://restaurantguru.com.br/Kei-Belo-Horizonte-2,Muito caro (preço médio mais de BRL 270)
167. Pátria Cozinha do Brasil,https://restaurantguru.com.br/Patria-Cozinha-Do-Brasil-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
168. Restaurante Mesa do Sábio,https://restaurantguru.com.br/Restaurante-Mesa-do-Sabio-Belo-Horizonte,Barato (preço médio até BRL 54)
169. Sushi Wtah Delivery,https://restaurantguru.com.br/taiyo-sushi-delivery-Belo-Horizonte,
170. JAH BETÂNIA - Açaí Sorvete Picolé,https://restaurantguru.com.br/JAH-Acai-Sorvete-Picole-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
171. Restaurante Cambuquira,https://restaurantguru.com.br/Cambuquira-Marmitaria-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
172. Sabor a Mi Ltda,https://restaurantguru.com.br/Sabor-a-Mi-Belo-Horizonte-2,Moderado (preço médio BRL 54-BRL 140)
173. Nacho Man Prado - BH - Restaurante Mexicano,https://restaurantguru.com.br/Nacho-Man-Prado-BH-Restaurante-Mexicano-Belo-Horizonte,
174. Montê Bar - Restaurante,https://restaurantguru.com.br/Monte-Bar-Belo-Horizonte,
175. Potere pizza,https://restaurantguru.com.br/Potere-pizza-Belo-Horizonte,
176. Cantinho Mineiro restaurante do mateus,https://restaurantguru.com.br/Cantinho-Mineiro-Belo-Horizonte,Barato (preço médio até BRL 54)
177. Massa Madre La Rotiseria,https://restaurantguru.com.br/Massa-Madre-La-Rotiseria-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
178. Pizza Pezzi - Buritis,https://restaurantguru.com.br/Pizza-Pezzi-Buritis-Belo-Horizonte,
179. Marukame,https://restaurantguru.com.br/Marukame-Belo-Horizonte,Caro (preço médio BRL 96-BRL 120)
180. Shitake Culinária Japonesa,https://restaurantguru.com.br/Shitake-Belo-Horizonte-3,Caro (preço médio BRL 74-BRL 110)
181. Floresta Restaurante e Bar,https://restaurantguru.com.br/Bar-e-Restaurante-Belo-Horizonte-2,Moderado (preço médio BRL 54-BRL 140)
182. Doce Experiência,https://restaurantguru.com.br/Acaiteria-Master-Belo-Horizonte,
183. Foraster Burguer,https://restaurantguru.com.br/Forasteiro-Burguer-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
184. Pinguim,https://restaurantguru.com.br/Pinguim-Belo-Horizonte,Caro (preço médio BRL 69-BRL 97)
185. Ouro Beer,https://restaurantguru.com.br/Ouro-Beer-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
186. Chocolate Lab,https://restaurantguru.com.br/Chocolate-Lab-Belo-Horizonte,
187. Nanem Sushi Eventos,https://restaurantguru.com.br/Nanem-Sushi-Eventos-Belo-Horizonte,
188. Anthony's Pizzaria,https://restaurantguru.com.br/Anthonys-Pizzaria-Sao-Joao-Del-Rei,
189. Restaurante ao Pé do Jatobá,https://restaurantguru.com.br/Restaurante-ao-Pe-do-Jatoba-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
190. Verdemar,https://restaurantguru.com.br/Verdemar-Belo-Horizonte-2,Moderado (preço médio BRL 54-BRL 140)
191. Assacabrasa,https://restaurantguru.com.br/Assacabrasa-Belo-Horizonte-4,Moderado (preço médio BRL 54-BRL 140)
192. Sushi Get,https://restaurantguru.com.br/Sushi-Get-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
193. Kame Sushi Restaurante & Delivery,https://restaurantguru.com.br/Kame-Sushi-Delivery-Belo-Horizonte,
194. O Barco,https://restaurantguru.com.br/O-Barco-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
195. Restaurante Comida Japonesa Sushi Isan - Dona Clara,https://restaurantguru.com.br/Sushi-Sam-Dona-Clara-Belo-Horizonte-2,Barato (preço médio até BRL 54)
196. Dorian Cacao Venezuela,https://restaurantguru.com.br/Dorian-Cacao-Venezuela-Belo-Horizonte,
197. La Traviata,https://restaurantguru.com.br/La-Traviata-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
198. Restaurante & Pizzaria SION,https://restaurantguru.com.br/Pizzaria-Sion-Belo-Horizonte,Moderado (preço médio BRL 54-BRL 140)
199. KrioK Restaurante e Lancheria,https://restaurantguru.com.br/KrioK-Restaurante-e-Lancheria-Belo-Horizonte,
200. Wanted Hamburgueria Artesanal - Luxemburgo,https://restaurantguru.com.br/Wanted-Hamburgueria-Artesanal-Luxemburgo-Belo-Horizonte,
